Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő,procurement_id
EKR000077602018,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Hirdetmény nélküli tárgyalásos eljárás,Sújtás ltp. tetőhéjazat felújítás és karbantartás,Építési beruházás,61411838.0,HUF,HU110,2018-11-16,4.0,14188330241,Perneszy Ingatlanhasznositó Kezelő Zrt,45000000-7,Nem,Igen,Igen,2018-12-02,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,Perneszy Ingatlanhasznositó Kezelő Zrt.,Zrt.,-16 days,EKR000077602018_Perneszy Ingatlanhasznositó Kezelő Zrt.
EKR000077602018,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Hirdetmény nélküli tárgyalásos eljárás,Sújtás ltp. tetőhéjazat felújítás és karbantartás,Építési beruházás,61411838.0,HUF,HU110,2018-11-15,3.0,14188330241,Perneszy Ingatlanhasznositó Kezelő Zrt,45000000-7,Nem,Igen,Igen,2018-12-02,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,Perneszy Ingatlanhasznositó Kezelő Zrt.,Zrt.,-17 days,EKR000077602018_Perneszy Ingatlanhasznositó Kezelő Zrt.
EKR001576142019,Székesfehérvár Megyei Jogú Város Önkormányzata,15726999207,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Sóstó Rehab. Közúti elérhetőség fejleszétse III.,Építési beruházás,185045000.0,HUF,HU211,2020-06-08,4.0,"12961555443,01-09-728620",Strabag Építő Korlátolt Felelősségű Társaság,45233228-3,Nem,Igen,Nem,2020-06-16,Igen,Nem,Igen,Székesfehérvár Megyei Jogú Város Önkormányzata,,Strabag Általános Építő Kft.,Kft.,-8 days,EKR001576142019_Strabag Általános Építő Kft.
EKR000462912018,Debrecen Megyei Jogú Város Önkormányzata,15735588209,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,"Debrecen, Laktanya utca felújítása",Építési beruházás,108000000.0,HUF,HU321,2018-10-11,2.0,"11705053444,01-09-930940",Strabag Általános Építő Korlátolt Felelősségű Társaság,45233228-3,Nem,Igen,Nem,2018-10-28,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Strabag Általános Építő Kft.,Kft.,-17 days,EKR000462912018_Strabag Általános Építő Kft.
EKR001634822019,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,A Debreceni Csokonai Nemzeti Színház felújítása,Építési beruházás,9621995063.0,HUF,HU321,2020-06-29,2.0,"12656770209,HU12656770",Hunép Építőipari Zártkörűen Működő Részvénytársaság,45000000-7,Nem,Igen,Nem,2020-07-09,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Hunép Építőipari Zrt.,Zrt.,-10 days,EKR001634822019_Hunép Építőipari Zrt.
EKR001636192019,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Latinovits Színház belső kivitelezési munkálatai,Építési beruházás,5890371984.0,HUF,HU321,2020-08-06,3.0,"12461866209,HU12461866",Társ95 Acélszerkezet És Gépgyártó Építőipari Kereskedelmi Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2020-08-17,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Társ95 Acélszerkezet És Gépgyártó Építőipari Kft.,Kft.,-11 days,EKR001636192019_Társ95 Acélszerkezet És Gépgyártó Építőipari Kft.
EKR001636192019,Debrecen Megyei Jogú Város Önkormányzata,15735588209,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,Latinovits Színház belső kivitelezési munkálatai,Építési beruházás,5890371984.0,HUF,HU321,2020-08-06,3.0,"25098367243,HU25098367",Laterex Építő Zártkörűen Működő Részvénytársaság,45000000-7,Igen,Igen,Igen,2020-08-17,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Laterex Építő Zrt.,Zrt.,-11 days,EKR001636192019_Laterex Építő Zrt.
EKR000477592018,Budapest Főváros Ix. Kerület Ferencváros Önkormányzata,15735722243,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Bp.IX.ker. Balázs Béla u .13. rehab. felújítása,Építési beruházás,1151962144.0,HUF,HU110,2018-11-08,3.0,"11266101244,HU11266101",ÉpítőÉs Épületkarbantartó Zártkörűen Működő Részvénytársaság,45262690-4,Nem,Igen,Nem,2018-11-15,Igen,Nem,Igen,Budapest Főváros Ix. Kerület Ferencváros Önkormányzata,,Építőés Épületkarbantartó Zrt.,Zrt.,-7 days,EKR000477592018_Építőés Épületkarbantartó Zrt.
EKR000477592018,Budapest Főváros Ix. Kerület Ferencváros Önkormányzata,15735722243,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Bp.IX.ker. Balázs Béla u .13. rehab. felújítása,Építési beruházás,1151962144.0,HUF,HU110,2018-11-08,3.0,13133076243,Szabados És Társa Építőipari Korlátolt Felelősségű Társaság,45262690-4,Nem,Igen,Igen,2018-11-15,Igen,Nem,Igen,Budapest Főváros Ix. Kerület Ferencváros Önkormányzata,,Szabados És Társa Építőipari Kft.,Kft.,-7 days,EKR000477592018_Szabados És Társa Építőipari Kft.
EKR000084862018,Budapest Főváros Ix. Kerület Ferencváros Önkormányzata,15735722243,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Új munkaerőpiaci mobilitást elősegítő munkásszállás építése,Építési beruházás,534348134.0,HUF,HU,2018-09-03,3.0,10765250213,M És M Építőipari Szolgálató Kft,45000000-7,Nem,Igen,Nem,2018-09-27,Igen,Nem,Igen,Budapest Főváros Ix. Kerület Ferencváros Önkormányzata,,M És M Építőipari Szolgálató Kft.,Kft.,-24 days,EKR000084862018_M És M Építőipari Szolgálató Kft.
