Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő,procurement_id
EKR001558632019,Debreceni Egyetem,15329750409,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),DEK-855_Családbarát ellátás infr. felt. fejleszt.,Építési beruházás,196805483.0,HUF,HU321,2020-04-03,2.0,"22757937209,HU22757937",Tömb 2002 Szolgáltató Korlátolt Felelősségű Társaság,45210000-2,Nem,Igen,Igen,2020-04-07,Igen,Nem,Igen,Debreceni Egyetem,,Tömb 2002 Kft.,Kft.,-4 days,EKR001558632019_Tömb 2002 Kft.
EKR001563522019,Győri Szakképzési Centrum,15831952208,N - Regionális/helyi szintű,KL - Oktatás,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Győri SZC-Lukács - csatornahálózat kivitelezés,Építési beruházás,284758148.0,HUF,HU221,2020-05-12,2.0,"11705053444,01-09-930940",Strabag Általános Építő Korlátolt Felelősségű Társaság,45232400-6,Nem,Igen,Nem,2020-05-14,Igen,Nem,Igen,Győri Szakképzési Centrum,,Strabag Általános Építő Kft.,Kft.,-2 days,EKR001563522019_Strabag Általános Építő Kft.
EKR001576142019,Székesfehérvár Megyei Jogú Város Önkormányzata,15726999207,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Sóstó Rehab. Közúti elérhetőség fejleszétse III.,Építési beruházás,185045000.0,HUF,HU211,2020-06-08,4.0,"12961555443,01-09-728620",Strabag Építő Korlátolt Felelősségű Társaság,45233228-3,Nem,Igen,Nem,2020-06-16,Igen,Nem,Igen,Székesfehérvár Megyei Jogú Város Önkormányzata,,Strabag Általános Építő Kft.,Kft.,-8 days,EKR001576142019_Strabag Általános Építő Kft.
EKR001597952019,Hajdúböszörményi Vagyonkezelő Zrt,23572104209,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Munkásszállások kialakítása,Építési beruházás,292285000.0,HUF,HU321,2020-02-06,3.0,"22757937209,HU22757937",Tömb 2002 Szolgáltató Korlátolt Felelősségű Társaság,45210000-2,Nem,Igen,Igen,2020-02-16,Igen,Nem,Igen,Hajdúböszörményi Vagyonkezelő Zrt.,Zrt.,Tömb 2002 Kft.,Kft.,-10 days,EKR001597952019_Tömb 2002 Kft.
EKR001612912019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,"Dunakiliti jobb parti ártéri híd, kp. út építése",Építési beruházás,621430948.0,HUF,HU221,2020-07-06,4.0,"11705053444,01-09-930940",Strabag Általános Építő Korlátolt Felelősségű Társaság,45221113-7,Igen,Igen,Nem,2020-07-21,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-15 days,EKR001612912019_Strabag Általános Építő Kft.
EKR000462912018,Debrecen Megyei Jogú Város Önkormányzata,15735588209,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,"Debrecen, Laktanya utca felújítása",Építési beruházás,108000000.0,HUF,HU321,2018-10-11,2.0,"11705053444,01-09-930940",Strabag Általános Építő Korlátolt Felelősségű Társaság,45233228-3,Nem,Igen,Nem,2018-10-28,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Strabag Általános Építő Kft.,Kft.,-17 days,EKR000462912018_Strabag Általános Építő Kft.
EKR001621752019,Győr Megyei Jogú Város Önkormányzata,15735595208,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Régi Szentiváni út felújítás Győr, feltételes",Építési beruházás,116947866.0,HUF,HU221,2020-07-24,3.0,"12961555443,01-09-728620",Strabag Építő Korlátolt Felelősségű Társaság,45453100-8,Igen,Igen,Nem,2020-08-04,Igen,Nem,Igen,Győr Megyei Jogú Város Önkormányzata,,Strabag Általános Építő Kft.,Kft.,-11 days,EKR001621752019_Strabag Általános Építő Kft.
EKR001621992019,Győr Megyei Jogú Város Önkormányzata,15735595208,U - Regionális vagy helyi hatóság,KL - Általános közszolgáltatások,Uniós eljárásrend,Nyílt eljárás,"Kodály Z. u. kerékpárút építése, Győr",Építési beruházás,33249994.0,HUF,HU221,2020-07-28,3.0,"12961555443,01-09-728620",Strabag Építő Korlátolt Felelősségű Társaság,45233162-2,Igen,Igen,Nem,2020-08-09,Igen,Nem,Igen,Győr Megyei Jogú Város Önkormányzata,,Strabag Általános Építő Kft.,Kft.,-12 days,EKR001621992019_Strabag Általános Építő Kft.
EKR001624052019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Bp-Balaton kerékpárút – Szfhvár bevez. terv/kivit.,Építési beruházás,365472000.0,HUF,HU211,2020-11-25,8.0,"12961555443,01-09-728620",Strabag Építő Korlátolt Felelősségű Társaság,45233162-2,Nem,Igen,Nem,2020-12-08,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-13 days,EKR001624052019_Strabag Általános Építő Kft.
EKR001632792019,Szociális És Gyermekvédelmi Főigazgatóság,15802107241,U - Egyéb típus:,KL - Szociális védelem,Uniós eljárásrend,Nyílt eljárás,EFOP 2.2.2 Sárrétudvari építés 2. (1246),Építési beruházás,747699000.0,HUF,HU232,2020-12-31,2.0,"22757937209,HU22757937",Tömb 2002 Szolgáltató Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2021-01-21,Igen,Nem,Igen,Szociális És Gyermekvédelmi Főigazgatóság,,Tömb 2002 Kft.,Kft.,-21 days,EKR001632792019_Tömb 2002 Kft.
EKR001632792019,Szociális És Gyermekvédelmi Főigazgatóság,15802107241,U - Egyéb típus:,KL - Szociális védelem,Uniós eljárásrend,Nyílt eljárás,EFOP 2.2.2 Sárrétudvari építés 2. (1246),Építési beruházás,747699000.0,HUF,HU232,2020-12-31,3.0,"22757937209,HU22757937",Tömb 2002 Szolgáltató Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2021-01-21,Igen,Nem,Igen,Szociális És Gyermekvédelmi Főigazgatóság,,Tömb 2002 Kft.,Kft.,-21 days,EKR001632792019_Tömb 2002 Kft.
EKR001636882019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,M6 autópálya Bóly-Ivándárda között kivitelezés,Építési beruházás,90456480133.0,HUF,HU231,2020-12-10,4.0,"12961555443,01-09-728620",Strabag Építő Korlátolt Felelősségű Társaság,45233100-0,Igen,Igen,Nem,2020-12-28,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-18 days,EKR001636882019_Strabag Általános Építő Kft.
EKR000014032020,Budapesti Gazdasági Egyetem,15329822241,U - Egyéb típus:,KL - Oktatás,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),BGE Alkotmány u.-i épületének részleges felújítása,Építési beruházás,125115314.0,HUF,HU110,2020-07-01,7.0,24393559243,RitRock Kft.,45262690-4,Nem,Igen,Igen,2020-08-09,Igen,Nem,Igen,Budapesti Gazdasági Egyetem,,Ritrock Kft.,Kft.,-39 days,EKR000014032020_Ritrock Kft.
EKR000479482018,Bkk Budapesti Közlekedési Központ Zártkörűen Működő Részvénytársaság,23028966444,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Budapesti 2018. évi útfelújítások I. ütem,Építési beruházás,1428832582.0,HUF,HU110,2019-03-17,3.0,"11705053444,01-09-930940",Strabag Általános Építő Korlátolt Felelősségű Társaság,45233120-6,Nem,Igen,Nem,2019-03-27,Igen,Nem,Igen,Bkk Budapesti Közlekedési Központ Zrt.,Zrt.,Strabag Általános Építő Kft.,Kft.,-10 days,EKR000479482018_Strabag Általános Építő Kft.
EKR000360342020,Kti Közlekedéstudományi Intézet Nonprofit Kft.,21925221243,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Tetőfelújítási munkák ellátása,Építési beruházás,57619901.0,HUF,HU11,2020-09-04,5.0,24393559243,RitRock Kft.,45000000-7,Nem,Igen,Igen,2020-09-10,Igen,Nem,Igen,Kti Közlekedéstudományi Intézet Nonprofit Kft.,Nonprofit Kft.,Ritrock Kft.,Kft.,-6 days,EKR000360342020_Ritrock Kft.
